LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
9,"UTTAR PRADESH",145,GHAZIABAD,201016.0,15/06/2022,"UNI Business Solutions","B-902, SUPERTECH LIVINGSTON, CROSSINGS REPUBLIK, B-902, DUNDAHERA, GHAZIABAD","[{""NIC5DigitId"":""62011"",""Description"":""Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing""},{""NIC5DigitId"":""62012"",""Description"":""Web-page designing""},{""NIC5DigitId"":""62013"",""Description"":""Providing software support and maintenance to the clients""},{""NIC5DigitId"":""62099"",""Description"":""Other information technology and computer service activities n.e.c""},{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""},{""NIC5DigitId"":""78100"",""Description"":""Activities of employment placement agencies""},{""NIC5DigitId"":""78300"",""Description"":""Human resources provision and management of human resources functions""}]"
27,MAHARASHTRA,490,PUNE,412101.0,15/06/2022,"SHABBIR TRANSPORT","INDRA NAGAR, BEHIND SHIVAJI SCHOOL, DEHUROAD BYPASS ROAD, INDRA NAGAR, HAVELI, DEHUROAD","[{""NIC5DigitId"":""49232"",""Description"":""Non-motorised road freight transport""},{""NIC5DigitId"":""81300"",""Description"":""Landscape care and maintenance service activities""}]"
32,KERALA,555,ERNAKULAM,682007.0,15/06/2022,"M/S WIN STAR MARKETING","10/26 B & C, Kaliparambil, Kumbhalanghi- Ezhupunna Road, 10/26 B & C, Palluruthy, Kochi","[{""NIC5DigitId"":""46493"",""Description"":""Wholesale of furniture and fixtures""}]"
33,"TAMIL NADU",568,CHENNAI,600077.0,15/06/2022,"DAWN GROUPS","No.289/IV,, Selva Vinayagar Koil Street, VELLAPPANCHAVADI, No.289/IV,, Society Nagar,, Chennai","[{""NIC5DigitId"":""78200"",""Description"":""Temporary employment agency activities""},{""NIC5DigitId"":""42909"",""Description"":""Other civil engineering projects n.e.c.""}]"
29,KARNATAKA,549,UDUPI,576101.0,15/06/2022,"PRABHAKAR ENTERPRISES","12-1-85E1, CHRISTA JYOTHI BUILDING, K M MARG, 12-1-85E1, UDUPI, UDUPI","[{""NIC5DigitId"":""77220"",""Description"":""Renting of video tapes and disks""},{""NIC5DigitId"":""82990"",""Description"":""Other business support service activities n.e.c.""}]"
9,"UTTAR PRADESH",145,GHAZIABAD,201005.0,15/06/2022,"MADHU STEELS","SECOND FLOOR NO-6,, 26-A, SAHIBABAD, SECOND FLOOR NO-6,, SAHIBABAD, GHAZIABAD","[{""NIC5DigitId"":""24109"",""Description"":""Manufacture of other basic iron and steel n.e.c""}]"
3,PUNJAB,41,PATIALA,147001.0,15/06/2022,"Jassi Tour and Travels","15-a, first floor, near shiva lab, 15-a, near bus stand, patiala","[{""NIC5DigitId"":""52291"",""Description"":""Activities of travel agents and tour operators""},{""NIC5DigitId"":""79110"",""Description"":""Travel agency activities""},{""NIC5DigitId"":""79900"",""Description"":""Other reservation service and related activities""}]"
6,HARYANA,62,GURUGRAM,122002.0,15/06/2022,"M/S REJOICE EVENT MANAGEMENT COMPANY","437 B, TOWER A2, SPAZE I tech park, Sector 49,Sohna Road, 437 B, SOHNA ROAD, Gurugram","[{""NIC5DigitId"":""58111"",""Description"":""Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-ROM)""},{""NIC5DigitId"":""73100"",""Description"":""Advertising""},{""NIC5DigitId"":""81300"",""Description"":""Landscape care and maintenance service activities""},{""NIC5DigitId"":""90001"",""Description"":""Stage production and related activities""},{""NIC5DigitId"":""90009"",""Description"":""Other creative arts and and entertainment activities""}]"
3,PUNJAB,33,HOSHIARPUR,144207.0,15/06/2022,"FATEH MILK DIARY","FATEH MILK DIARY, VILLAGE BADIAL, DAFFAR ROAD, FATEH MILK DIARY, BHUNGA, HOSHIARPUR","[{""NIC5DigitId"":""10504"",""Description"":""Manufacture of cream, butter, cheese, curd, ghee, khoya etc.""}]"
27,MAHARASHTRA,497,THANE,400607.0,15/06/2022,"Mi Lifestyle Marketing Global pvt Ltd","F-702 SPHIRE, REGENCY TOWER, THANE, F-702 SPHIRE, KOLSHET, THANE","[{""NIC5DigitId"":""46909"",""Description"":""Other non-specialised wholesale trade n.e.c.""},{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
8,RAJASTHAN,107,JODHPUR,342601.0,15/06/2022,"SHRI JAI AMBEY MISTHAN BHANDAR","MALA VAS, PIPAR CITY, PIPAR CITY, MALA VAS, PIPAR CITY, PIPAR CITY","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""},{""NIC5DigitId"":""10733"",""Description"":""Manufacture of sugar confectionery (except sweetmeats)""},{""NIC5DigitId"":""10734"",""Description"":""Manufacture sweetmeats includind dairy based sweetmeats""}]"
19,"WEST BENGAL",304,"SOUTH 24 PRAGANAS",700084.0,15/06/2022,"JOY GURU ENTERPRISE","212, NARKELBAGAN, PROMILA BHABAN, GARIA KAMDAHARI , SHOP NO-4, 212, NARKELBAGAN, A-25, GARIA","[{""NIC5DigitId"":""46492"",""Description"":""Wholesale of metal, porcelain and glass utensils; crockery and chinaware""}]"
10,BIHAR,212,PATNA,804453.0,15/06/2022,punpun,"punpun, punpun, manorah gumti, punpun, punpun, patna","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
10,BIHAR,206,MADHUBANI,847308.0,15/06/2022,"PREM KIRANA STORE","NA, na, main road, NA, MADHAWAPUR, MADHUABANI","[{""NIC5DigitId"":""46302"",""Description"":""Wholesale of raw milk & dairy products""}]"
27,MAHARASHTRA,485,"NAN DED",431704.0,15/06/2022,Drawing,"Loni bk ardhapur, Bb, Maharashtra, Loni bk ardhapur, Ardhapur, Nanded","[{""NIC5DigitId"":""01462"",""Description"":""Production of eggs""}]"
29,KARNATAKA,539,HASSAN,573115.0,15/06/2022,"AHAMED TRADERS","APMC YARD, APMC PREMISES, NEHRU NAGAR, APMC YARD, N/A, BELUR","[{""NIC5DigitId"":""52294"",""Description"":""Weighing of goods""},{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
24,GUJARAT,438,AHMADABAD,382445.0,15/06/2022,"Shree Kastbhanjan Motors","13, Manthan-25, Opp Vihaan Business Hub, 13, Nr. Poojan Party Plot, Ahmedabad","[{""NIC5DigitId"":""45200"",""Description"":""Maintenance and repair of motor vehicles""},{""NIC5DigitId"":""45102"",""Description"":""Wholesale and retail sale of used motor vehicles""},{""NIC5DigitId"":""45300"",""Description"":""Sale of motor vehicle parts and accessories""},{""NIC5DigitId"":""45401"",""Description"":""Wholesale or retail sale of new motorcycles, mopeds, scooters and three wheelers""},{""NIC5DigitId"":""45403"",""Description"":""Maintenance and repair of motor cycles, mopeds, scooters and three wheelers""}]"
27,MAHARASHTRA,484,NAGPUR,440008.0,15/06/2022,"Bonne Bouche By Chef Aishwarya","102, Anand Sagar apartment, Ambedkar sq, 102, Wardhaman nagar, Nagpur","[{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""}]"
33,"TAMIL NADU",574,KANCHIPURAM,600059.0,15/06/2022,"Milk Shop","18, Milk Shop, Thiruvalluvar Street, 18, East, Chennai","[{""NIC5DigitId"":""46302"",""Description"":""Wholesale of raw milk & dairy products""}]"
27,MAHARASHTRA,482,"MUMBAI ",400014.0,15/06/2022,"Shubhankar Moviestone","Shop no. 20, R.C. Church Compound, Dr B. A . Road, Shop no. 20, Mumbai, Mumbai","[{""NIC5DigitId"":""59141"",""Description"":""Motion picture or video tape projection in cinemas, in the open air or in other projection facilities""}]"
21,ODISHA,350,CUTTACK,754200.0,15/06/2022,"GOKUL SALES & SERVICE","PURUSHOTTAMPUR, SATYABHMAPUR, cuttack kendrapara road, PURUSHOTTAMPUR, Salepur, CUTTACK","[{""NIC5DigitId"":""66309"",""Description"":""Management of other investment funds""}]"
19,"WEST BENGAL",311,"UTTAR DINAJPUR",733134.0,15/06/2022,"M/S MANIRANTAM","C/O. SUMIT KUNDU, VIVEKANANDA MARKET, RAIGANJ, C/O. SUMIT KUNDU, RAIGANJ, RAIGANJ","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
10,BIHAR,224,VAISHALI,844113.0,15/06/2022,"Sonam General Store","Vill Bhawanpur Ratti, Bhagwanpur, Main Road, Vill Bhawanpur Ratti, Vaishali, Vaishali","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
32,KERALA,560,KOTTAYAM,686518.0,15/06/2022,"THEKKEVAYALIL RUBBER TRADERS","THEKKEVAYALIL, THEKKEVAYALILkoovappally, koovappally, THEKKEVAYALIL, kanjirappally, kanjirapppally","[{""NIC5DigitId"":""22199"",""Description"":""Manufacture of other rubber products n.e.c.""}]"
9,"UTTAR PRADESH",120,PRAYAGRAJ,211006.0,15/06/2022,"SPARKLE TRADERS","408/4A/2, 0, DARAGANJ, 408/4A/2, SECTOR 3]-, PRAYAGRAJ","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
27,MAHARASHTRA,485,"NAN DED",431603.0,15/06/2022,"CITY FOOTWEAR SHOP","AT, DHANEGAON, DHANEGAON POST CIDCO, AT, POST CIDCO, NANDED","[{""NIC5DigitId"":""47713"",""Description"":""Retail sale of footwear""}]"
19,"WEST BENGAL",315,KOLKOTA,700024.0,15/06/2022,"ARREEDAH ENTERPRISE","R-22/B, MASJID TALAW LANE, MASJID TALAW LANE, R-22/B, R-22/B, KOLKATA","[{""NIC5DigitId"":""14101"",""Description"":""Manufacture of all types of textile garments and clothing accessories""}]"
9,"UTTAR PRADESH",159,"LAKHIMPUR KHERI",261501.0,15/06/2022,"GERNAL STORE","84, NEEMGAON, BHADURA ROAD NEEMGAON, 84, BEHJAM, LAKHIMPUR KHERI","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
27,MAHARASHTRA,492,RATNAGIRI,415619.0,15/06/2022,"OMKAR  RAVINDRA BORSUTKAR","203, SUTARWADI, SUTARWADI, 203, HATKAMBA, RATNAGIRI","[{""NIC5DigitId"":""42902"",""Description"":""Construction of waterways, harbours and river works, dredging of waterways""},{""NIC5DigitId"":""42909"",""Description"":""Other civil engineering projects n.e.c.""}]"
19,"WEST BENGAL",313,HOWRAH,711303.0,15/06/2022,"SMRR AGRO INDIA","., ., Bainan Baro Pole, Purba Bainan, ., ., Bagnan","[{""NIC5DigitId"":""10505"",""Description"":""Manufacture of ice-cream, kulfi etc.""}]"
6,HARYANA,67,KARNAL,132001.0,15/06/2022,"Resoenix Dairy","9, Hari Ram Enclave opp Khalsa College, Karnal, 9, Railway Road, Karnal","[{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""}]"
27,MAHARASHTRA,665,PALGHAR,401209.0,15/06/2022,"M/S DRIVA LLP","SHOP NO 1, BHARAT KIRAN APARTMENT, ACHOLE ROAD, SHOP NO 1, SHOP NO 1, NALLASOPARA EAST","[{""NIC5DigitId"":""68100"",""Description"":""Real estate activities with own or leased property""},{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""}]"
10,BIHAR,212,PATNA,801505.0,15/06/2022,"Md Taj uddin","Taj nagar, Tajnagar, Phulwari, Taj nagar, Phulwari sharif, Patna","[{""NIC5DigitId"":""33132"",""Description"":""Repair and maintenance of irradiation, electromedical and electro theraputic equipmemts of class 2660""}]"
27,MAHARASHTRA,483,"MUMBAI SUBURBAN",400064.0,15/06/2022,"CAREER SETTERS","gound floor b wing, hatel arch apartment, s v road, gound floor b wing, opp natraj market, mumbai","[{""NIC5DigitId"":""85301"",""Description"":""Higher education in science, commerce, humanity and fine arts leading to a university degree or equivalent""}]"
27,MAHARASHTRA,497,THANE,401105.0,15/06/2022,"Om Sai Enterprises","B/201, Shree Mahavir Palace Chs. Ltd., Goddev Naka, Bhayander East, B/201, Behind Shevante Chawl, Thane","[{""NIC5DigitId"":""78100"",""Description"":""Activities of employment placement agencies""},{""NIC5DigitId"":""78300"",""Description"":""Human resources provision and management of human resources functions""}]"
33,"TAMIL NADU",568,CHENNAI,600011.0,15/06/2022,"RDS MAGHA ENTERPRISES","No.80/2(35/2), RDS House, Thulasingam Street, No.80/2(35/2), 23, Chennai","[{""NIC5DigitId"":""82192"",""Description"":""Document preparation, typing, word processing and desktop publishing sevices""},{""NIC5DigitId"":""95111"",""Description"":""Repair and maintenance of computer and peripheral equipment""}]"
6,HARYANA,76,YAMUNANAGAR,135001.0,15/06/2022,"NEW VISHWAKARMA TECHNOLOGY","BEHIND SBI BANK, BURIA CHOWK, JAGADHRI ROAD, BEHIND SBI BANK, YAMUNA NAGAR, Yamunanagar","[{""NIC5DigitId"":""80200"",""Description"":""Security systems service activities""}]"
27,MAHARASHTRA,482,"MUMBAI ",400093.0,15/06/2022,"SANJAY FURNITURE DECORS","Ramnath Yadav Chawl, Opp Takshila, Mahakali road, Ramnath Yadav Chawl, K, Mumbai","[{""NIC5DigitId"":""95240"",""Description"":""Repair of furniture and home furnishings""}]"
27,MAHARASHTRA,497,THANE,421503.0,15/06/2022,"SATAVAHANA WORLD TOUR","FLAT NO. 2, NEHALI CO-OP SOCIETY, MANJIRLI ROAD, FLAT NO. 2, BADLAPUR WEST, THANE","[{""NIC5DigitId"":""79110"",""Description"":""Travel agency activities""},{""NIC5DigitId"":""79120"",""Description"":""Tour operator activities""},{""NIC5DigitId"":""85420"",""Description"":""Cultural education""},{""NIC5DigitId"":""91020"",""Description"":""Museums activities and operation of historical sites and buildings""}]"
27,MAHARASHTRA,665,PALGHAR,401209.0,15/06/2022,"ANSHIKA FURNITURE","ROOM NO.25, LAXMI WELFARE SOCIETY, PELHAR ROAD, ROOM NO.25, SANTOSH BHAVAN, NALASOPARA EAST","[{""NIC5DigitId"":""31001"",""Description"":""Manufacture of furniture made of wood""},{""NIC5DigitId"":""31009"",""Description"":""Manufacture of other furniture n.e.c.""}]"
27,MAHARASHTRA,490,PUNE,411037.0,15/06/2022,"PATNI TRANSPORT","Shop No 23, Common Sales Hall, Market Yard, Shop No 23, Jyoti Pan Shop, Pune","[{""NIC5DigitId"":""49229"",""Description"":""Other non urban passenger land transport n.e.c.""},{""NIC5DigitId"":""46103"",""Description"":""Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery""}]"
9,"UTTAR PRADESH",164,MAHARAJGANJ,273305.0,15/06/2022,"DIGVIJAY UPADHYAY","Sekhuwani, Sudhir Mishra katra, Sekhuwani bazar, Sekhuwani, Ratanpur, Nautanwa","[{""NIC5DigitId"":""47820"",""Description"":""Retail sale via stalls and markets of textiles, clothing and footwear""}]"
27,MAHARASHTRA,482,"MUMBAI ",400099.0,15/06/2022,"Nityanand snacks corner","Gaikwad chawl, Chakala opp Mumbai car bazar satamwadi, Station road, Gaikwad chawl, A, Mumbai","[{""NIC5DigitId"":""56301"",""Description"":""Bars and Restaurants with bars""}]"
28,"ANDHRA PRADESH",506,GUNTUR,522657.0,15/06/2022,"Yellisetti Naga Srinivasa Rao","2, Indupent house, Main bazar, 2, 2, Vinukonda","[{""NIC5DigitId"":""49232"",""Description"":""Non-motorised road freight transport""},{""NIC5DigitId"":""53100"",""Description"":""Postal activities""}]"
27,MAHARASHTRA,487,NASHIK,422222.0,15/06/2022,"HOTEL RIYANSH FAMILY RESTORENT","HOUES NO 210, AMBEDKAR NAGAR, AMBEDKAR NAGAR, HOUES NO 210, JALALPUR, NASHIK","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
27,MAHARASHTRA,487,NASHIK,422007.0,15/06/2022,"M/S DHANSHREE POULTRY FARM","GAT NO.01, AT. SAMBARKHAL, PALSAN PHATA- SAMBARKHAL ROAD, GAT NO.01, RONGHANE, SURGANA","[{""NIC5DigitId"":""01463"",""Description"":""Operation of poultry hatcheries""}]"
19,"WEST BENGAL",303,"NORTH 24 PRAGANAS",700065.0,15/06/2022,"SHREE GURU TRADERS","A14, SUBHAS NAGAR SUPER MARKET, SUBHAS NAGAR SUPER MARKET, A14, BARRACKPUR, KOLKATA","[{""NIC5DigitId"":""46305"",""Description"":""Wholesale of edible oils, fats, sugar and processed\/manufactured spices etc.""}]"
19,"WEST BENGAL",303,"NORTH 24 PRAGANAS",743427.0,15/06/2022,"ASIAAN ROOTS INDUSTRIES PRIVATE LIMITED","NA, NA, BELGORIA DAKSHIN PARA, NA, BADURIA, BADURIA","[{""NIC5DigitId"":""11042"",""Description"":""Manufacture of synthetic flavoured concentrates and syrups""},{""NIC5DigitId"":""11043"",""Description"":""Manufacture of mineral water""},{""NIC5DigitId"":""11045"",""Description"":""Manufacture of soft drinks""},{""NIC5DigitId"":""11049"",""Description"":""Manufacture of other non-alcoholic beverages n.e.c.""}]"
19,"WEST BENGAL",315,KOLKOTA,700007.0,15/06/2022,"HEALTHBUDDY RIDHI DAIVIK","51, VIVEKANANDA ROAD, VIVEKANANDA ROAD, 51, 0, KOLKATA","[{""NIC5DigitId"":""47721"",""Description"":""Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles""}]"
27,MAHARASHTRA,484,NAGPUR,440024.0,15/06/2022,"AMOL MALOKAR LIC ADVISOR","PLOT NO.144, -, PIPLA ROAD, PLOT NO.144, SIDDHSHWARI NAGAR, NAGPUR","[{""NIC5DigitId"":""69100"",""Description"":""Legal activities""},{""NIC5DigitId"":""70200"",""Description"":""Management consultancy activities""}]"
33,"TAMIL NADU",568,CHENNAI,600068.0,15/06/2022,"DLS ASSOCIATES","NEW NO 23, KALTHOTTAM, MGR STREET, NEW NO 23, THIRUVALLUR BLOCK, TIRUVALLUR","[{""NIC5DigitId"":""43302"",""Description"":""Interior completion such as ceilings, wooden wall coverings, movable partitions etc. ; Laying of parquet and other wood floor coverings, carpets and linoleum, wallpaper; tiling with ceramic, concrete or cut stone ceramic etc.""}]"
27,MAHARASHTRA,470,BEED,431144.0,15/06/2022,"Mauli Kirana & Genral Store","01, Sevalal Chok, Beed Parli hy, 01, Bavi, Wadwani","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
36,TELANGANA,507,HYDERABAD,500002.0,15/06/2022,"A H KHAN'S COMPLETE FAMILY FOOTWEAR","H.NO.21-1-153, YOUSUF BAZAR, CHATTA BAZAR, H.NO.21-1-153, YOUSUF BAZAR, HYDERABAD","[{""NIC5DigitId"":""46413"",""Description"":""Wholesale of footwear""}]"
27,MAHARASHTRA,485,"NAN DED",431602.0,15/06/2022,"Vikas Shamrao Sarpate","Opp sailani chiken s, Sharavasti nagar nanded, Lalvadi road nanded, Opp sailani chiken s, Nanded, Nanded","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
33,"TAMIL NADU",568,CHENNAI,600005.0,15/06/2022,"SREE VIKAS LAMINATION","7, SREE VIKAS LAMINATION, V R PILLAI STREET, 1st LANE, 7, TRIPLICANE, CHENNAI","[{""NIC5DigitId"":""82990"",""Description"":""Other business support service activities n.e.c.""}]"
8,RAJASTHAN,94,BUNDI,323022.0,15/06/2022,"M/s Himanshu Enterprises","budpura road, budpura road, budpura road, budpura road, budpura road, bundi","[{""NIC5DigitId"":""58111"",""Description"":""Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-ROM)""}]"
33,"TAMIL NADU",568,CHENNAI,600089.0,15/06/2022,"Shine Sports Promotion Academy","FLAT NO.5, VRB AVENUE, DR.KAHNU NAGAR MAIN ROAD,, FLAT NO.5, ., CHENNAI","[{""NIC5DigitId"":""93190"",""Description"":""Other sports activities""}]"
27,MAHARASHTRA,497,THANE,421301.0,15/06/2022,"MAITREYEE POULTRY SERVICES","E - 2/103, SUDHAKAR SRUSHTI, ADHARWADI JAIL ROAD, E - 2/103, NEAR SHREE COMPLEX, KALYAN WEST","[{""NIC5DigitId"":""01463"",""Description"":""Operation of poultry hatcheries""}]"
19,"WEST BENGAL",303,"NORTH 24 PRAGANAS",700121.0,15/06/2022,"KUDDUS  ALI","1, NARAYANPUR, NORTH 24 PARGANAS, 1, AMDANGA, NORTH 24 PARGANAS","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
28,"ANDHRA PRADESH",752,Tirupati,517644.0,15/06/2022,"M/S METALLION ALLOYS PRIVATE LIMITED","8-516/44/4, METALLION ALLOYS PRIVATE LIMITED, 5TH CROSS SIVA SAI STREET, 8-516/44/4, 005, SRIKALAHSTI","[{""NIC5DigitId"":""24203"",""Description"":""Manufacturing of lead, Zinc and tin products and alloys""}]"
9,"UTTAR PRADESH",164,MAHARAJGANJ,273162.0,15/06/2022,CSC,"170, Bargadwa Bishunpur, Samardhira, 170, Laxmipur, Maharajganj","[{""NIC5DigitId"":""63992"",""Description"":""Activities of cyber café""}]"
9,"UTTAR PRADESH",141,FARRUKHABAD,209502.0,15/06/2022,"HARI OM CONTRACTOR & SUPPLIER","RAILWAY ROAD, NEAR LY DEGREE COLLEGE, KAIMGANJ, RAILWAY ROAD, KAIMGANJ, KAIMGANJ","[{""NIC5DigitId"":""46599"",""Description"":""Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines""},{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
